Source File,Page,Period,Line
670_1454490976353.pdf,8,Unknown Period,For the period ended 31/12/2015
670_1454490976353.pdf,8,Unknown Period,Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000
670_1454490976353.pdf,8,Unknown Period,"Balance as at 01/04/2015 598,615 167,409 239,927 36,995 1 6 1,190,950 113,919 5,499,943 195,732 8,043,506 2,485,501 10,529,007"
670_1454490976353.pdf,8,Unknown Period,"Provision for Super Gain Tax - - - - - - - (179,983) - (179,983) (24,781) ( 204,764)"
670_1454490976353.pdf,8,Unknown Period,"Balance as at 01/04/2015 598,615 167,409 239,927 36,995 1 6 1,190,950 113,919 5,319,960 195,732 7,863,523 2,460,720 10,324,243"
670_1454490976353.pdf,8,Unknown Period,"Profit for the period - - - - - - - 75,268 - 75,268 41,053 116,321"
670_1454490976353.pdf,8,Unknown Period,"Other comprehensive income - - - - 1 - - - (23,141) (23,140) 157 ( 22,983)"
670_1454490976353.pdf,8,Unknown Period,"Transfers/adjustments - - - 5,833 - - (4,273) - 1,560 - 1,560"
670_1454490976353.pdf,8,Unknown Period,"Balance as at 31/12/2015 598,615 167,409 239,927 42,828 1 7 1,190,950 113,919 5,151,509 172,591 7,677,765 2,446,654 10,124,419"
670_1454490976353.pdf,8,Unknown Period,For the period ended 31/12/2014
670_1454490976353.pdf,8,Unknown Period,"Balance as at 01/04/2014 598,615 167,409 259,108 30,734 1 1 1,169,700 64,404 4,797,049 240,133 7,327,163 2,322,191 9,649,354"
670_1454490976353.pdf,8,Unknown Period,"Profit for the period - - - - - - - 852,220 - 852,220 224,942 1,077,162"
670_1454490976353.pdf,8,Unknown Period,"Other comprehensive income - - - - (5) - - (1,464) (44,146) (45,615) (36,391) ( 82,006)"
670_1454490976353.pdf,8,Unknown Period,"interest - - - - - 21,250 283 (20,187) - 1,346 (33,716) ( 32,370)"
670_1454490976353.pdf,8,Unknown Period,"Transfers/adjustments - - (35,224) 6,261 - - 27,830 1,133 - - - -"
670_1454490976353.pdf,8,Unknown Period,"Balance as at 31/12/2014 598,615 167,409 223,884 36,995 6 1,190,950 92,517 5,449,167 195,987 7,955,530 2,401,201 10,356,731"
670_1454490976353.pdf,8,Unknown Period,For the period ended 31/12/2015
670_1454490976353.pdf,8,Unknown Period,Rs'000 Rs'000 Rs'000 Rs'000 Rs'000
670_1454490976353.pdf,8,Unknown Period,"Balance as at 01/04/2015 598,615 194,948 180 2,606,900 3 ,400,643"
670_1454490976353.pdf,8,Unknown Period,"Profit for the period - - - 88,377 8 8,377"
670_1454490976353.pdf,8,Unknown Period,"Transfers/adjustments 1,560 1 ,560"
670_1454490976353.pdf,8,Unknown Period,"Balance as at 31/12/2015 598,615 194,948 180 2,457,391 3 ,251,134"
670_1454490976353.pdf,8,Unknown Period,For the period ended 31/12/2014
670_1454490976353.pdf,8,Unknown Period,"Balance as at 01/04/2014 598,615 178,905 180 2,350,086 3 ,127,786"
670_1454490976353.pdf,8,Unknown Period,"Profit for the period - - - 118,688 1 18,688"
670_1454490976353.pdf,8,Unknown Period,"Balance as at 31/12/2014 598,615 178,905 180 2,289,190 3 ,066,890"
670_1454490976353.pdf,8,Unknown Period,The notes to the financial statements on pages from 9 to 10 form an integral part of the financial statements.
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Year to Year to Increase/ 03 months to 03 months to Increase/
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,31/03/2016 31/03/2015 (Decrease) 31/03/2016 31/03/2015 (Decrease)
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Turnover 21,931,303 27,738,672 (21) 5,945,882 6,470,583 (8)"
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Cost of sales (18,452,976) (22,948,805) (20) (4,850,540) (5,264,705) (8)"
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Gross profit 3,478,327 4,789,867 (27) 1,095,342 1,205,878 (9)"
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Other income and gains 240,004 218,787 10 147,211 72,053 104"
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Distribution costs (577,651) (563,788) 2 (210,263) (138,620) 52"
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Administrative expenses (2,247,927) (2,233,917) 1 (625,158) (608,613) 3"
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Other expenses (24,796) (44,134) (44) (13,061) (30,319) (57)"
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Finance costs (346,711) (414,231) (16) (102,532) (118,518) (13)"
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Finance income 126,935 27,738 358 53,822 4,959 985"
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Profit before tax 648,181 1,780,322 (64) 345,361 386,820 (11)"
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Tax expense (173,500) (385,449) (55) 12,999 (69,109) (119)"
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Profit for the year 474,681 1,394,873 (66) 358,360 317,711 13"
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Equity holders of the parent 345,757 1,112,293 (69) 270,489 260,073 4"
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Non-controlling interest 128,924 282,580 (54) 87,871 57,638 52"
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Profit for the year 474,681 1,394,873 (66) 358,360 317,711 13"
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,for the year (Rs.) * 5.78 18.58 4.52 4.34
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,for the year (Rs.) * 5.78 18.58 4.52 4.34
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"*Computed based on 59,861,512 ordinary shares on issue as at 31/03/2016"
670_1463476540686.pdf,3,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,The notes to the financial statements on pages from 9 to 10 form an integral part of the financial statements.
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Year to Year to Increase/ 03 months to 03 months to Increase/
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,31/03/2016 31/03/2015 (Decrease) 31/03/2016 31/03/2015 (Decrease)
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Turnover 1,685,401 2,564,913 ( 34) 400,558 528,360 ( 24)"
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Cost of sales (1,242,316) (1,939,746) ( 36) (290,088) (357,510) ( 19)"
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Gross profit 443,085 625,167 ( 29) 110,470 170,850 ( 35)"
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Other income and gains 191,942 575,550 ( 67) 9,437 517,935 ( 98)"
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Distribution costs (25,598) (24,541) 4 17,737 (1,372) ( 1,393)"
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Administrative expenses (410,935) (369,523) 11 (96,814) (80,468) 20"
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Other expenses (19,041) (8,675) 119 (9,713) 3,835 ( 353)"
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Finance costs (66,880) (73,840) ( 9) (698) (18,434) ( 96)"
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Finance income 5,001 7,134 ( 30) 1,622 1,566 4"
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Profit before tax 132,864 626,272 ( 79) 47,331 493,912 ( 90)"
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Tax expense 5,760 (11,217) ( 151) 2,916 2,455 19"
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Profit for the year 138,624 615,055 ( 77) 50,247 496,367 ( 90)"
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,for the year (Rs.) * 2.32 10.27 0.84 8.29
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,for the year (Rs.) * 2.32 10.27 0.84 8.29
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"*Computed based on 59,861,512 ordinary shares on issue as at 31/03/2016"
670_1463476540686.pdf,4,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,The notes to the financial statements on pages from 9 to 10 form an integral part of the financial statements.
670_1463476540686.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Year to Year to Increase/ 03 months to 03 months to Increase/
670_1463476540686.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,31/03/2016 31/03/2015 (Decrease) 31/03/2016 31/03/2015 (Decrease)
670_1463476540686.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %
670_1463476540686.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Profit for the year 474,681 1,394,873 (66) 358,360 317,711 13"
670_1463476540686.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Revaluation of land - 16,043 (100) - 16,043 (100)"
670_1463476540686.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Equity holders of the parent 310,691 1,074,167 (71) 258,561 267,562 (3)"
670_1463476540686.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Non-controlling interest 122,633 238,282 (49) 81,423 49,733 64"
670_1463476540686.pdf,5,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,The notes to the financial statements on pages from 9 to 10 form an integral part of the financial statements.
670_1463476540686.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Year to Year to Increase/ 03 months to 03 months to Increase/
670_1463476540686.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,31/03/2016 31/03/2015 (Decrease) 31/03/2016 31/03/2015(Decrease)
670_1463476540686.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %
670_1463476540686.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Profit for the year 138,624 615,055 ( 77) 5 0,247 496,367 (90)"
670_1463476540686.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,"Revaluation of land - 1 6,043 (100) - 1 6,043 ( 100)"
670_1463476540686.pdf,6,Rs.'000 Rs.'000 % Rs.'000 Rs.'000 %,The notes to the financial statements on pages from 9 to 10 form an integral part of the financial statements.
670_1463476540686.pdf,7,Unknown Period,Rs.'000 Rs.'000 Rs.'000 Rs.'000
670_1463476540686.pdf,7,Unknown Period,"Property, plant and equipment 12,188,554 12,058,013 475,894 463,161"
670_1463476540686.pdf,7,Unknown Period,"Lease rental paid in advance 59,501 60,762 - -"
670_1463476540686.pdf,7,Unknown Period,"Formers (moulds) 249,059 214,111 38,328 37,164"
670_1463476540686.pdf,7,Unknown Period,"Biological assets 342,798 307,477 - -"
670_1463476540686.pdf,7,Unknown Period,"Intangible assets 175,201 176,658 - -"
670_1463476540686.pdf,7,Unknown Period,"Investment in subsidiaries - - 3,147,684 3,147,684"
670_1463476540686.pdf,7,Unknown Period,Other non-current financial assets 22 24 - -
670_1463476540686.pdf,7,Unknown Period,"Deferred tax assets 39,387 29,592 20,744 14,457"
670_1463476540686.pdf,7,Unknown Period,"Inventories 3,169,682 3,637,490 361,065 370,192"
670_1463476540686.pdf,7,Unknown Period,"Trade and other receivables 3,566,017 4,198,740 767,916 720,604"
670_1463476540686.pdf,7,Unknown Period,"Amounts due from related parties - - 501,123 932,561"
670_1463476540686.pdf,7,Unknown Period,"Cash and short term deposits 337,958 393,646 46,458 124,163"
670_1463476540686.pdf,7,Unknown Period,"Total assets 21,058,870 21,774,141 5,749,635 6,153,520"
670_1463476540686.pdf,7,Unknown Period,"Capital reserves 450,164 444,331 195,128 195,128"
670_1463476540686.pdf,7,Unknown Period,Available-for-sale reserve 14 16 - -
670_1463476540686.pdf,7,Unknown Period,"Revenue reserves 6,888,098 7,000,544 2,467,722 2,606,900"
670_1463476540686.pdf,7,Unknown Period,"parent 7,936,891 8,043,506 3,261,465 3,400,643"
670_1463476540686.pdf,7,Unknown Period,"Non-controlling interest 2,379,327 2,485,501 - -"
670_1463476540686.pdf,7,Unknown Period,"Total equity 10,316,218 10,529,007 3,261,465 3,400,643"
670_1463476540686.pdf,7,Unknown Period,"Interest-bearing loans and borrowings 2,085,929 1,372,989 - -"
670_1463476540686.pdf,7,Unknown Period,"Deferred income 673,864 644,975 - -"
670_1463476540686.pdf,7,Unknown Period,"Defined benefit obligations 2,632,694 2,461,136 380,492 320,790"
670_1463476540686.pdf,7,Unknown Period,"Agents' indemnity fund 52,563 51,350 - -"
670_1463476540686.pdf,7,Unknown Period,"Deferred tax liabilities 520,585 494,555 - -"
670_1463476540686.pdf,7,Unknown Period,"Trade and other payables 2,486,355 2,875,149 305,472 310,488"
670_1463476540686.pdf,7,Unknown Period,"Unclaimed dividends / dividends payable 7,594 186,522 7,594 186,522"
670_1463476540686.pdf,7,Unknown Period,"Short-term loans and bank overdrafts 1,891,334 2,813,367 295,234 540,509"
670_1463476540686.pdf,7,Unknown Period,"Interest-bearing loans and borrowings 372,523 306,521 - -"
670_1463476540686.pdf,7,Unknown Period,"Amounts due to related parties - - 1,499,378 1,394,568"
670_1463476540686.pdf,7,Unknown Period,"Income tax payable 19,211 38,570 - -"
670_1463476540686.pdf,7,Unknown Period,"Total liabilities 11,245,134 2,752,877"
670_1463476540686.pdf,7,Unknown Period,"Total equity and liabilities 21,058,870 21,774,141 5,749,635 6,153,520"
670_1463476540686.pdf,7,Unknown Period,The notes to the financial statements on pages from 9 to 10 form an integral part of the financial statements.
670_1463476540686.pdf,7,Unknown Period,"The Financial Position as at March 31, 2016, and Income Statements, Statement of Changes in Equity and Statements of Cash"
670_1463476540686.pdf,8,Unknown Period,For the year ended 31/03/2016
670_1463476540686.pdf,8,Unknown Period,Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000
670_1463476540686.pdf,8,Unknown Period,"Balance as at 01/04/2015 598,615 167,409 2 39,927 36,995 1 6 1,190,950 113,919 5,499,943 195,732 8,043,506 2 ,485,501 10,529,007"
670_1463476540686.pdf,8,Unknown Period,"Tax - - - - - - - ( 179,983) - ( 179,983) (24,781) (204,764)"
670_1463476540686.pdf,8,Unknown Period,"Profit for the year - - - - - - 17,036 328,721 - 345,757 1 28,924 474,681"
670_1463476540686.pdf,8,Unknown Period,"Other comprehensive income - - - - (2) - - ( 44,786) 9,722 ( 35,066) (6,291) (41,357)"
670_1463476540686.pdf,8,Unknown Period,"Unclaimed dividend-write back - - - - - - 2,123 - 2 ,123 - 2,123"
670_1463476540686.pdf,8,Unknown Period,"Transfers - - - 5,833 - - ( 5,833) - - - -"
670_1463476540686.pdf,8,Unknown Period,"Balance as at 31/03/2016 598,615 167,409 2 39,927 42,828 1 4 1,190,950 130,955 5,360,739 205,454 7,936,891 2 ,379,327 10,316,218"
670_1463476540686.pdf,8,Unknown Period,For the year ended 31/03/2015
670_1463476540686.pdf,8,Unknown Period,"Balance as at 01/04/2014 598,615 167,409 2 59,108 30,734 1 1 1,169,700 64,404 4,797,049 240,133 7,327,163 2 ,322,191 9,649,354"
670_1463476540686.pdf,8,Unknown Period,"Profit for the year - - - - - - 21,402 1,090,891 - 1,112,293 2 82,580 1,394,873"
670_1463476540686.pdf,8,Unknown Period,"Other comprehensive income - - 1 6,043 - 5 - - ( 9,773) ( 44,401) ( 38,126) (44,298) (82,424)"
670_1463476540686.pdf,8,Unknown Period,"interest - - - - - 21,250 2 83 ( 20,193) - 1 ,340 (33,716) (32,376)"
670_1463476540686.pdf,8,Unknown Period,"Share issue in subsidiaries - - - - - - - - - - 1 44,118 144,118"
670_1463476540686.pdf,8,Unknown Period,"Transfers/adjustments - - (35,224) 6,261 - - 27,830 1,138 - 5 - 5"
670_1463476540686.pdf,8,Unknown Period,"Balance as at 31/03/2015 598,615 167,409 2 39,927 36,995 1 6 1,190,950 113,919 5,499,943 195,732 8,043,506 2 ,485,501 10,529,007"
670_1463476540686.pdf,8,Unknown Period,For the year ended 31/03/2016
670_1463476540686.pdf,8,Unknown Period,Rs'000 Rs'000 Rs'000 Rs'000 Rs'000
670_1463476540686.pdf,8,Unknown Period,"Balance as at 01/04/2015 598,615 194,948 180 2,606,900 3,400,643"
670_1463476540686.pdf,8,Unknown Period,"Profit for the year - - - 138,624 138,624"
670_1463476540686.pdf,8,Unknown Period,"Other comprehensive income - - - ( 40,479) ( 40,479)"
670_1463476540686.pdf,8,Unknown Period,"Unclaimed dividend-write back 2,123 2,123"
670_1463476540686.pdf,8,Unknown Period,"Balance as at 31/03/2016 598,615 194,948 180 2,467,722 3,261,465"
670_1463476540686.pdf,8,Unknown Period,For the year ended 31/03/2015
670_1463476540686.pdf,8,Unknown Period,"Balance as at 01/04/2014 598,615 178,905 180 2,350,086 3,127,786"
670_1463476540686.pdf,8,Unknown Period,"Profit for the year - - - 615,055 615,055"
670_1463476540686.pdf,8,Unknown Period,"Other comprehensive income - - - 16,971 16,971"
670_1463476540686.pdf,8,Unknown Period,"Balance as at 31/03/2015 598,615 178,905 180 2,622,943 3,400,643"
670_1463476540686.pdf,8,Unknown Period,The notes to the financial statements on pages from 9 to 10 form an integral part of the financial statements.
670_1470654908834.pdf,4,Unknown Period,year to year to 03 months to 03 months to (Decrease) 03 months to 03 months to(Decrease)
670_1470654908834.pdf,4,Unknown Period,31/03/2015 31/03/2015 30/06/2016 30/06/2015 % 30/06/2016 30/06/2015 %
670_1470654908834.pdf,4,Unknown Period,Rs.'000 Rs.'000 Rs.'000 Rs.'000 Rs.'000 Rs.'000
670_1470654908834.pdf,4,Unknown Period,"433,528 138,624 Profit / (loss) for the period ( 53,755) 144,030 (1) ( 22,137) 8,619 (4)"
670_1470654908834.pdf,4,Unknown Period,"7,505 5,520 Tax effect on actuarial gain/(loss) - - - - - -"
670_1470654908834.pdf,4,Unknown Period,"269,538 98,145 Equity holders of the parent ( 9,700) 44,875 (1) ( 22,137) 8,619 (4)"
670_1470654908834.pdf,4,Unknown Period,"122,633 - Non-controlling interest 11,602 ( 20,430) (2) - - -"
670_1470654908834.pdf,4,Unknown Period,The notes to the financial statements on pages from 7 to 8 form an integral part of the financial statements.
670_1470654908834.pdf,5,Unknown Period,Rs.'000 Rs.'000 Rs.'000 Rs.'000 Rs.'000 Rs.'000
670_1470654908834.pdf,5,Unknown Period,"12,188,554 475,894 Property, plant and equipment 12,164,187 12,392,072 472,344 455,316"
670_1470654908834.pdf,5,Unknown Period,"59,501 - Lease rental paid in advance 59,185 60,447 - -"
670_1470654908834.pdf,5,Unknown Period,"249,059 38,328 Formers (moulds) 253,811 229,327 30,671 39,541"
670_1470654908834.pdf,5,Unknown Period,"342,798 - Biological assets 344,191 308,431 - -"
670_1470654908834.pdf,5,Unknown Period,"175,201 - Intangible assets 174,929 176,308 - -"
670_1470654908834.pdf,5,Unknown Period,"- 3,147,684 Investment in subsidiaries - - 3,682,546 3,147,684"
670_1470654908834.pdf,5,Unknown Period,"260,000 - Investment in equity accounted investee 254,649 - - -"
670_1470654908834.pdf,5,Unknown Period,"- 19,789 Amounts due from related parties - - 42,508 -"
670_1470654908834.pdf,5,Unknown Period,22 - Other non-current financial assets 26 27 - -
670_1470654908834.pdf,5,Unknown Period,"43,430 20,744 Deferred tax assets 37,841 28,370 21,268 13,236"
670_1470654908834.pdf,5,Unknown Period,"3,566,017 767,916 Trade and other receivables 3,799,639 3,967,896 513,157 551,339"
670_1470654908834.pdf,5,Unknown Period,"- 501,123 Amounts due from related parties - - 238,745 921,616"
670_1470654908834.pdf,5,Unknown Period,"337,958 46,458 Cash and short term deposits 432,410 295,218 35,401 41,780"
670_1470654908834.pdf,5,Unknown Period,"21,062,913 5,749,635 Total assets 21,325,365 21,760,326 5,691,134 5,907,020"
670_1470654908834.pdf,5,Unknown Period,"450,164 195,128 Capital reserves 453,416 444,331 195,128 195,128"
670_1470654908834.pdf,5,Unknown Period,14 - Available-for-sale reserve 17 18 - -
670_1470654908834.pdf,5,Unknown Period,"6,846,945 2,467,722 Revenue reserves 6,591,658 6,805,971 2,325,862 2,376,073"
670_1470654908834.pdf,5,Unknown Period,"7,895,738 3,261,465 the parent 7,643,706 7,848,935 3,119,605 3,169,816"
670_1470654908834.pdf,5,Unknown Period,"2,379,327 - Non-controlling interest 1,978,676 2,455,697 - -"
670_1470654908834.pdf,5,Unknown Period,"10,275,065 3,261,465 Total equity 9,622,382 10,304,632 3,119,605 3,169,816"
670_1470654908834.pdf,5,Unknown Period,"2,085,929 - Interest-bearing loans and borrowings 2,434,347 1,600,178 - -"
670_1470654908834.pdf,5,Unknown Period,"673,864 - Deferred income 677,842 641,798 - -"
670_1470654908834.pdf,5,Unknown Period,"2,632,694 380,492 Defined benefit obligations 2,646,323 2,526,947 358,605 323,579"
670_1470654908834.pdf,5,Unknown Period,"52,563 - Agents' indemnity fund 55,994 46,871 - -"
670_1470654908834.pdf,5,Unknown Period,"565,781 - Deferred tax liabilities 583,197 491,230 - -"
670_1470654908834.pdf,5,Unknown Period,"2,486,355 305,472 Trade and other payables 2,458,957 2,714,387 282,765 337,322"
670_1470654908834.pdf,5,Unknown Period,"7,594 7,594 Unclaimed dividends / dividends payable 126,807 248,362 126,807 248,362"
670_1470654908834.pdf,5,Unknown Period,"1,891,334 295,234 Short-term loans and bank overdrafts 2,242,273 2,898,135 582,178 357,221"
670_1470654908834.pdf,5,Unknown Period,"372,523 - Interest-bearing loans and borrowings 450,692 253,808 - -"
670_1470654908834.pdf,5,Unknown Period,"- 1,499,378 Amounts due to related parties - - 1,221,174 1,470,720"
670_1470654908834.pdf,5,Unknown Period,"19,211 - Income tax payable 26,551 33,978 - -"
670_1470654908834.pdf,5,Unknown Period,"10,787,848 2,488,170 Total liabilities"
670_1470654908834.pdf,5,Unknown Period,"21,062,913 5,749,635 Total equity and liabilities 21,325,365 21,760,326 5,691,134 5,907,020"
670_1470654908834.pdf,5,Unknown Period,The notes to the financial statements on pages from 7 to 8 form an integral part of the financial statements.
670_1470654908834.pdf,5,Unknown Period,"The Financial Position as at 30/06/2016, and Income Statements, Statement of Changes in Equity and Statements of Cash Flow for the three"
670_1470654908834.pdf,5,Unknown Period,It is certified that the interim financial statements have been prepared in compliance with the requirements of the Companies Act No.7 of 2007.
670_1470654908834.pdf,6,Unknown Period,For the period ended 30/06/2016
670_1470654908834.pdf,6,Unknown Period,Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000 Rs'000
670_1470654908834.pdf,6,Unknown Period,"Profit for the period - - - - - - - ( 48,750) - (48,750) ( 5,005) (53,755)"
670_1470654908834.pdf,6,Unknown Period,"Total other comprehensive income - - - - 3 - - - 39,047 39,050 1 6,607 55,657"
670_1470654908834.pdf,6,Unknown Period,"Transfer to Legal reserve - - - 3,252 - - - ( 3,252) - - - -"
670_1470654908834.pdf,6,Unknown Period,For the period ended 30/06/2015
670_1470654908834.pdf,6,Unknown Period,"Profit for the period - - - - - - - 131,539 - 131,539 1 2,491 144,030"
670_1470654908834.pdf,6,Unknown Period,"Total other comprehensive income - - - - 2 - - - (86,666) (86,664) ( 32,921) (119,585)"
670_1470654908834.pdf,6,Unknown Period,For the period ended 30/06/2016
670_1470654908834.pdf,6,Unknown Period,Rs'000 Rs'000 Rs'000 Rs'000 Rs'000
670_1470654908834.pdf,6,Unknown Period,"Profit for the period - - - (22,137) ( 22,137)"
670_1470654908834.pdf,6,Unknown Period,For the period ended 30/06/2015
670_1470654908834.pdf,6,Unknown Period,"Profit for the period - - - 8,619 8,619"
670_1470654908834.pdf,6,Unknown Period,The notes to the financial statements on pages from 7 to 8 form an integral part of the financial statements.
670_1477905203603.pdf,3,Unknown Period,year to 06 months to 06 months to (Decrease) 03 months to 03 months to(Decrease)
670_1477905203603.pdf,3,Unknown Period,31/03/2016 30/09/2016 30/09/2015 % 30/09/2016 30/09/2015 %
670_1477905203603.pdf,3,Unknown Period,Rs.'000 Rs.'000 Rs.'000 Rs.'000 Rs.'000
670_1477905203603.pdf,3,Unknown Period,"21,931,303 Turnover 11,541,900 10,943,735 5 6,100,534 5,293,025 15"
670_1477905203603.pdf,3,Unknown Period,"(18,452,976) Cost of sales (10,057,291) (9,371,115) 7 (5,381,886) (4,594,668) 17"
670_1477905203603.pdf,3,Unknown Period,"3,478,327 Gross profit 1,484,609 1,572,620 (6) 718,648 698,357 3"
670_1477905203603.pdf,3,Unknown Period,"240,004 Other income and gains 39,571 68,127 (42) 21,359 40,974 (48)"
670_1477905203603.pdf,3,Unknown Period,"(577,651) Distribution costs (251,174) (237,917) 6 (101,860) (115,270) (12)"
670_1477905203603.pdf,3,Unknown Period,"(2,269,748) Administrative expenses (1,121,818) (1,078,974) 4 (566,819) (537,014) 6"
670_1477905203603.pdf,3,Unknown Period,"(2,975) Other expenses (904) - - - - -"
670_1477905203603.pdf,3,Unknown Period,"(346,711) Finance costs (169,075) (166,758) 1 (87,274) (85,400) 2"
670_1477905203603.pdf,3,Unknown Period,"126,935 Finance income 32,245 70,337 (54) 11,504 50,169 (77)"
670_1477905203603.pdf,3,Unknown Period,"- accounted investee (net of tax) (13,169) - (7,818) -"
670_1477905203603.pdf,3,Unknown Period,"648,181 Profit / (loss) before tax 285 227,435 (100) (12,260) 51,816 ( 124)"
670_1477905203603.pdf,3,Unknown Period,"(214,653) Tax expense (98,314) (73,305) 3 4 (32,014) (41,716) (23)"
670_1477905203603.pdf,3,Unknown Period,"433,528 Profit / (loss) for the period (98,029) 154,130 (164) (44,274) 10,100 ( 538)"
670_1477905203603.pdf,3,Unknown Period,"304,604 Equity holders of the parent (21,493) 154,138 (114) 27,257 22,599 21"
670_1477905203603.pdf,3,Unknown Period,"128,924 Non-controlling interest (76,536) (8) 956,600 (71,531) (12,499) 472"
670_1477905203603.pdf,3,Unknown Period,"433,528 Profit / (loss) for the period (98,029) 154,130 (164) (44,274) 10,100 ( 538)"
670_1477905203603.pdf,3,Unknown Period,5.09 for the period (Rs.) * (0.36) 2.57 0.46 0.38
