Source File,Page,Period,Line
771_1447235343844.pdf,6,Unknown Period,"Balance as at 30th Sep 2014 2 20,262 2 19,250 3 07,257 7 46,769"
771_1447235343844.pdf,6,Unknown Period,"Balance as at 1st April 2015 2 20,262 2 19,250 2 47,947 6 87,459"
771_1447235343844.pdf,6,Unknown Period,"Profit for the period - - 1 37,375 1 37,375"
771_1447235343844.pdf,6,Unknown Period,"Balance as at 30th Sep 2015 2 20,262 2 19,250 3 85,322 8 24,834"
771_1447235343844.pdf,7,2015 2014 2015 2014,3 months ended 30th September 6 months ended 30th September
771_1447235343844.pdf,7,2015 2014 2015 2014,Consolidated Rs.'000 Rs.'000 Rs.'000 Rs.'000
771_1447235343844.pdf,7,2015 2014 2015 2014,"Profit for the period 1 66,456 1 37,509 3 07,936 2 40,585"
771_1447235343844.pdf,7,2015 2014 2015 2014,"Translation of Associate using foreign functional currency 1 0,216 7 63 1 0,777 2 83"
771_1447235343844.pdf,7,2015 2014 2015 2014,"Other comprehensive income for the period 1 0,216 7 63 1 0,777 2 83"
771_1447235343844.pdf,7,2015 2014 2015 2014,"Total comprehensive income for the period 1 76,672 1 38,272 3 18,713 2 40,868"
771_1447235343844.pdf,7,2015 2014 2015 2014,3 months ended 30th September 6 months ended 30th September
771_1447235343844.pdf,7,2015 2014 2015 2014,Company Rs.'000 Rs.'000 Rs.'000 Rs.'000
771_1447235343844.pdf,7,2015 2014 2015 2014,"Profit for the period 6 5,642 7 2,446 1 37,375 1 19,230"
771_1447235343844.pdf,7,2015 2014 2015 2014,"Total comprehensive income for the period 6 5,642 7 2,446 1 37,375 1 19,230"
771_1455275141037.pdf,2,3 months ended 31st December 9 ,3 months ended 31st December 9 months ended 31st December
771_1455275141037.pdf,2,3 months ended 31st December 9 ,2015 2014 Change 2015 2014 Change
771_1455275141037.pdf,2,3 months ended 31st December 9 ,Rs. '000 Rs. '000 % Rs. '000 Rs. '000 %
771_1455275141037.pdf,2,3 months ended 31st December 9 ,"Revenue 725,050 5 88,666 23 2,323,941 1 ,914,775 2 1"
771_1455275141037.pdf,2,3 months ended 31st December 9 ,"Cost of Sales (495,360) ( 414,212) 20 (1,593,374) ( 1,311,945) 2 1"
771_1455275141037.pdf,2,3 months ended 31st December 9 ,"Distribution Costs (55,716) ( 44,560) 25 ( 160,979) ( 134,408) 2 0"
771_1455275141037.pdf,2,3 months ended 31st December 9 ,"Profit from Operations 129,833 93,477 39 4 46,714 3 59,203 2 4"
771_1455275141037.pdf,2,3 months ended 31st December 9 ,"Share of Profit of Associate 1,698 2 ,257 (25) 1 6,403 6 ,568 1 50"
771_1455275141037.pdf,2,3 months ended 31st December 9 ,"Profit Before Tax 133,710 98,301 36 4 74,833 3 66,386 3 0"
771_1455275141037.pdf,2,3 months ended 31st December 9 ,"Taxation (13,177) ( 8,591) 53 ( 46,322) ( 36,055) 2 8"
771_1455275141037.pdf,2,3 months ended 31st December 9 ,"Profit for the Period from Continuing Operations 120,533 89,710 34 4 28,511 3 30,331 3 0"
771_1455275141037.pdf,2,3 months ended 31st December 9 ,Loss after tax for the period from discontinued operations ( 18) (18) - ( 60) (54) 1 1
771_1455275141037.pdf,2,3 months ended 31st December 9 ,"Profit for the period 120,515 89,692 34 4 28,451 3 30,277 3 0"
771_1455275141037.pdf,2,3 months ended 31st December 9 ,Earnings Per Share 6.39 4 .86 2 5.97 2 0.37
771_1455275141037.pdf,2,3 months ended 31st December 9 ,Earnings Per Share from Continuing Operations 6.40 4 .86 2 5.97 2 0.38
771_1455275141037.pdf,2,3 months ended 31st December 9 ,Dividend Per Share - 6 .40 - 6 .40
771_1455275141037.pdf,3,3 months ended 31st December 9 ,3 months ended 31st December 9 months ended 31st December
771_1455275141037.pdf,3,3 months ended 31st December 9 ,2015 2014 Change 2015 2014 Change
771_1455275141037.pdf,3,3 months ended 31st December 9 ,Rs. '000 Rs. '000 % Rs. '000 Rs. '000 %
771_1455275141037.pdf,3,3 months ended 31st December 9 ,"Revenue 2 29,019 1 91,892 19 864,865 780,504 11"
771_1455275141037.pdf,3,3 months ended 31st December 9 ,"Cost of Sales ( 167,436) ( 144,507) 16 (618,166) (547,605) 13"
771_1455275141037.pdf,3,3 months ended 31st December 9 ,"Distribution Costs ( 10,223) (10,759) (5) (33,440) (38,382) (13)"
771_1455275141037.pdf,3,3 months ended 31st December 9 ,"Profit from Operations 4 0,888 28,154 4 5 188,761 168,648 12"
771_1455275141037.pdf,3,3 months ended 31st December 9 ,"Finance Cost ( 2,935) (2,809) 4 ( 7,828) ( 8,239) ( 5)"
771_1455275141037.pdf,3,3 months ended 31st December 9 ,"Profit before Tax 3 9,050 29,025 3 5 195,918 164,519 19"
771_1455275141037.pdf,3,3 months ended 31st December 9 ,"Taxation ( 6,192) (3,976) 56 (25,685) (20,240) 27"
771_1455275141037.pdf,3,3 months ended 31st December 9 ,"Profit Attributable to Ordinary Shareholders 3 2,858 25,049 3 1 170,233 144,279 18"
771_1455275141037.pdf,3,3 months ended 31st December 9 ,Earnings Per Share 2 .94 2.24 1 5.25 1 2.92
771_1455275141037.pdf,3,3 months ended 31st December 9 ,Dividend Per Share - 6.40 - 6.40
771_1455275141037.pdf,6,Unknown Period,Consolidated Rs. '000 Rs. '000 Rs. '000 Rs. '000 Rs. '000 Rs. '000
771_1455275141037.pdf,6,Unknown Period,"Balance as at 1st April 2014 2 20,262 2 19,250 ( 196,908) 4 2,432 2 76,507 5 61,543"
771_1455275141037.pdf,6,Unknown Period,"Profit for the period - - 2 27,446 - 1 02,831 3 30,277"
771_1455275141037.pdf,6,Unknown Period,Dividend paid by subsidiary company to outside shareholders - - - - ( 86) ( 86)
771_1455275141037.pdf,6,Unknown Period,"Balance as at 31st December 2014 2 20,262 2 19,250 ( 40,910) 4 4,291 3 79,252 8 22,145"
771_1455275141037.pdf,6,Unknown Period,"Balance as at 1st April 2015 2 20,262 2 19,250 ( 49,687) 4 5,697 3 82,298 8 17,820"
771_1455275141037.pdf,6,Unknown Period,"Super Gain Tax (2013/14) ( 44,290) ( 16,778) ( 61,068)"
771_1455275141037.pdf,6,Unknown Period,"Profit for the period - - 2 89,908 - 1 38,543 4 28,451"
771_1455275141037.pdf,6,Unknown Period,Dividend paid by subsidiary company to outside shareholders - - - - ( 143) ( 143)
771_1455275141037.pdf,6,Unknown Period,"Balance as at 31st December 2015 2 20,262 2 19,250 1 95,931 5 8,020 5 03,920 1 ,197,383"
771_1455275141037.pdf,6,Unknown Period,Company Rs. '000 Rs. '000 Rs. '000 Rs. '000
771_1455275141037.pdf,6,Unknown Period,"Balance as at 1st April 2014 2 20,262 2 19,250 1 88,027 6 27,539"
771_1455275141037.pdf,6,Unknown Period,"Profit for the period - - 1 44,279 1 44,279"
771_1455275141037.pdf,6,Unknown Period,"Balance as at 31st December 2014 2 20,262 2 19,250 2 60,858 7 00,370"
771_1455275141037.pdf,6,Unknown Period,"Balance as at 1st April 2015 2 20,262 2 19,250 2 47,947 6 87,459"
771_1455275141037.pdf,6,Unknown Period,"Super Gain Tax (2013/14) ( 29,457) ( 29,457)"
771_1455275141037.pdf,6,Unknown Period,"Profit for the period - - 1 70,233 1 70,233"
771_1455275141037.pdf,6,Unknown Period,"Balance as at 31st December 2015 2 20,262 2 19,250 3 88,723 8 28,235"
771_1455275141037.pdf,7,3 months ended 31st December 9 ,3 months ended 31st December 9 months ended 31st December
771_1455275141037.pdf,7,3 months ended 31st December 9 ,Consolidated Rs.'000 Rs.'000 Rs.'000 Rs.'000
771_1455275141037.pdf,7,3 months ended 31st December 9 ,"Profit for the period 1 20,515 8 9,692 4 28,451 3 30,277"
771_1455275141037.pdf,7,3 months ended 31st December 9 ,"Translation of Associate using foreign functional currency 1 ,546 1 ,576 1 2,323 1 ,859"
771_1455275141037.pdf,7,3 months ended 31st December 9 ,"Other comprehensive income for the period 1 ,546 1 ,576 1 2,323 1 ,859"
771_1455275141037.pdf,7,3 months ended 31st December 9 ,"Total comprehensive income for the period 1 22,061 9 1,268 4 40,774 3 32,136"
771_1455275141037.pdf,7,3 months ended 31st December 9 ,3 months ended 31st December 9 months ended 31st December
771_1455275141037.pdf,7,3 months ended 31st December 9 ,Company Rs.'000 Rs.'000 Rs.'000 Rs.'000
771_1455275141037.pdf,7,3 months ended 31st December 9 ,"Profit for the period 3 2,858 2 5,049 1 70,233 1 44,279"
771_1455275141037.pdf,7,3 months ended 31st December 9 ,"Total comprehensive income for the period 3 2,858 2 5,049 1 70,233 1 44,279"
771_1464349470713.pdf,2,3 months ended 31st March 12 ,3 months ended 31st March 12 months ended 31st March
771_1464349470713.pdf,2,3 months ended 31st March 12 ,2016 2015 Change 2016 2015 Change
771_1464349470713.pdf,2,3 months ended 31st March 12 ,Rs. '000 Rs. '000 % Rs. '000 Rs. '000 %
771_1464349470713.pdf,2,3 months ended 31st March 12 ,"Revenue 723,627 5 83,365 24 3,047,568 2 ,498,140 2 2"
771_1464349470713.pdf,2,3 months ended 31st March 12 ,"Cost of Sales (494,081) ( 411,561) 20 (2,087,455) ( 1,723,506) 2 1"
771_1464349470713.pdf,2,3 months ended 31st March 12 ,"Distribution Costs (49,581) ( 28,495) 74 ( 210,560) ( 162,903) 2 9"
771_1464349470713.pdf,2,3 months ended 31st March 12 ,"Profit from Operations 125,906 82,371 53 5 72,620 4 41,574 3 0"
771_1464349470713.pdf,2,3 months ended 31st March 12 ,"Finance Cost (1,062) ( 2,873) (63) ( 12,060) ( 15,555) ( 22)"
771_1464349470713.pdf,2,3 months ended 31st March 12 ,"Share of Profit of Associate (2,027) 1 ,514 (234) 1 4,376 8 ,082 7 8"
771_1464349470713.pdf,2,3 months ended 31st March 12 ,"Profit Before Tax 161,679 80,215 102 6 36,512 4 46,601 4 3"
771_1464349470713.pdf,2,3 months ended 31st March 12 ,"Taxation (41,689) ( 22,295) 87 ( 88,011) ( 58,350) 5 1"
771_1464349470713.pdf,2,3 months ended 31st March 12 ,"Profit for the Period from Continuing Operations 119,990 57,920 107 5 48,501 3 88,251 4 1"
771_1464349470713.pdf,2,3 months ended 31st March 12 ,Loss after tax for the period from discontinued operations ( 50) 1 46 (134) ( 110) 92 ( 220)
771_1464349470713.pdf,2,3 months ended 31st March 12 ,"Profit for the period 119,940 58,066 107 5 48,391 3 88,343 4 1"
771_1464349470713.pdf,2,3 months ended 31st March 12 ,Earnings Per Share 6.64 3 .60 3 2.61 2 3.98
771_1464349470713.pdf,2,3 months ended 31st March 12 ,Earnings Per Share from Continuing Operations 6.64 3 .59 3 2.62 2 3.97
771_1464349470713.pdf,2,3 months ended 31st March 12 ,Dividend Per Share 12.50 4 .00 1 2.50 1 0.40
771_1464349470713.pdf,3,3 months ended 31st March 12 ,3 months ended 31st March 12 months ended 31st March
771_1464349470713.pdf,3,3 months ended 31st March 12 ,2016 2015 Change 2016 2015 Change
771_1464349470713.pdf,3,3 months ended 31st March 12 ,Rs. '000 Rs. '000 % Rs. '000 Rs. '000 %
771_1464349470713.pdf,3,3 months ended 31st March 12 ,"Revenue 2 50,013 2 33,938 7 1 ,114,878 1 ,014,442 10"
771_1464349470713.pdf,3,3 months ended 31st March 12 ,"Cost of Sales ( 166,091) ( 166,220) (0) (784,257) (713,825) 10"
771_1464349470713.pdf,3,3 months ended 31st March 12 ,"Distribution Costs ( 4,468) (3,742) 19 (37,908) (42,124) (10)"
771_1464349470713.pdf,3,3 months ended 31st March 12 ,"Profit from Operations 1 07,759 47,353 1 28 296,520 216,001 37"
771_1464349470713.pdf,3,3 months ended 31st March 12 ,"Profit before Tax 1 13,338 41,512 1 73 309,256 206,031 50"
771_1464349470713.pdf,3,3 months ended 31st March 12 ,"Taxation ( 9,186) (6,408) 43 (34,871) (26,648) 31"
771_1464349470713.pdf,3,3 months ended 31st March 12 ,"Profit Attributable to Ordinary Shareholders 1 04,152 35,104 1 97 274,385 179,383 53"
771_1464349470713.pdf,3,3 months ended 31st March 12 ,Earnings Per Share 9 .33 3.14 2 4.58 1 6.07
771_1464349470713.pdf,3,3 months ended 31st March 12 ,Dividend Per Share 12.50 4.00 12.50 10.40
771_1464349470713.pdf,6,Unknown Period,Consolidated Rs. '000 Rs. '000 Rs. '000 Rs. '000 Rs. '000 Rs. '000
771_1464349470713.pdf,6,Unknown Period,"Balance as at 31st March 2014 2 20,262 2 19,250 ( 196,908) 4 2,432 2 76,507 5 61,543"
771_1464349470713.pdf,6,Unknown Period,"Profit for the period - - 2 67,676 - 1 20,667 3 88,343"
771_1464349470713.pdf,6,Unknown Period,"1st Interim dividend - - ( 71,448) - - ( 71,448)"
771_1464349470713.pdf,6,Unknown Period,"2nd Interim dividend - - ( 44,655) - ( 44,655)"
771_1464349470713.pdf,6,Unknown Period,"Dividend paid by Subsidiary companies to outside shareholders ( 13,601) ( 13,601)"
771_1464349470713.pdf,6,Unknown Period,"Balance as at 31st March 2015 2 20,262 2 19,250 ( 49,687) 4 5,697 3 82,298 8 17,820"
771_1464349470713.pdf,6,Unknown Period,"Balance as at 1st April 2015 2 20,262 2 19,250 ( 49,687) 4 5,697 3 82,298 8 17,820"
771_1464349470713.pdf,6,Unknown Period,"Adjustment for Super Gain Tax - - ( 44,289) - ( 16,779) ( 61,068)"
771_1464349470713.pdf,6,Unknown Period,"Profit for the period - - 3 64,056 - 1 84,335 5 48,391"
771_1464349470713.pdf,6,Unknown Period,"Dividend paid by subsidiary company to outside shareholders - - - - ( 82,694) ( 82,694)"
771_1464349470713.pdf,6,Unknown Period,"Balance as at 31st March 2016 2 20,262 2 19,250 1 33,209 6 2,780 4 67,224 1 ,102,725"
771_1464349470713.pdf,6,Unknown Period,Company Rs. '000 Rs. '000 Rs. '000 Rs. '000
771_1464349470713.pdf,6,Unknown Period,"Balance as at 31st March 2014 2 20,262 2 19,250 1 88,027 6 27,539"
771_1464349470713.pdf,6,Unknown Period,"Profit for the period - - 1 79,383 1 79,383"
771_1464349470713.pdf,6,Unknown Period,"1st Interim dividend ( 71,448) ( 71,448)"
771_1464349470713.pdf,6,Unknown Period,"2nd Interim dividend ( 44,655) ( 44,655)"
771_1464349470713.pdf,6,Unknown Period,"Balance as at 31st March 2015 2 20,262 2 19,250 2 47,947 6 87,459"
771_1464349470713.pdf,6,Unknown Period,"Balance as at 1st April 2015 2 20,262 2 19,250 2 47,947 6 87,459"
771_1464349470713.pdf,6,Unknown Period,"Adjustment for Super Gain Tax - - ( 29,457) ( 29,457)"
771_1464349470713.pdf,6,Unknown Period,"Profit for the period - - 2 74,385 2 74,385"
771_1464349470713.pdf,6,Unknown Period,"Balance as at 31st March 2016 2 20,262 2 19,250 3 54,949 7 94,461"
771_1464349470713.pdf,7,3 months ended 31st March 12 ,3 months ended 31st March 12 months ended 31st March
771_1464349470713.pdf,7,3 months ended 31st March 12 ,Consolidated Rs.'000 Rs.'000 Rs.'000 Rs.'000
771_1464349470713.pdf,7,3 months ended 31st March 12 ,"Profit for the period 1 19,940 5 8,066 5 48,391 3 88,343"
771_1464349470713.pdf,7,3 months ended 31st March 12 ,"Actuarial gains /(losses) on defined benefit plans 2 ,010 ( 6,393) 2 ,010 ( 6,393)"
771_1464349470713.pdf,7,3 months ended 31st March 12 ,Deffered Tax effect on actuaial gains /(losses) on defined benefit plans ( 248) 7 70 ( 248) 7 70
771_1464349470713.pdf,7,3 months ended 31st March 12 ,Actuarial gains /(losses) on defined benefit plans 9 78 ( 4) 9 78 ( 4)
771_1464349470713.pdf,7,3 months ended 31st March 12 ,"Translation of Associate using foreign functional currency 4 ,760 1 ,406 1 7,083 3 ,265"
771_1464349470713.pdf,7,3 months ended 31st March 12 ,"Other comprehensive income for the period 7 ,500 ( 4,221) 1 9,823 ( 2,362)"
771_1464349470713.pdf,7,3 months ended 31st March 12 ,"Total comprehensive income for the period 1 27,440 5 3,845 5 68,214 3 85,981"
771_1464349470713.pdf,7,3 months ended 31st March 12 ,3 months ended 31st March 12 months ended 31st March
771_1464349470713.pdf,7,3 months ended 31st March 12 ,Company Rs.'000 Rs.'000 Rs.'000 Rs.'000
771_1464349470713.pdf,7,3 months ended 31st March 12 ,"Profit for the period 1 04,152 3 5,104 2 74,385 1 79,383"
771_1464349470713.pdf,7,3 months ended 31st March 12 ,"Actuarial gains /(losses) on defined benefit plans 1 ,842 ( 3,818) 1 ,842 ( 3,818)"
771_1464349470713.pdf,7,3 months ended 31st March 12 ,Deffered Tax effect on actuaial gains /(losses) on defined benefit plans ( 221) 4 58 ( 221) 4 58
771_1464349470713.pdf,7,3 months ended 31st March 12 ,"Other comprehensive income for the period 1 ,621 ( 3,360) 1 ,621 ( 3,360)"
771_1464349470713.pdf,7,3 months ended 31st March 12 ,"Total comprehensive income for the period 1 05,773 3 1,744 2 76,006 1 76,023"
771_1470995967550.pdf,2,2016 2015 Change,3 months ended 30th June
771_1470995967550.pdf,2,2016 2015 Change,Rs. '000 Rs. '000 % Rs. '000
771_1470995967550.pdf,2,2016 2015 Change,"Revenue 878,450 7 45,511 1 8 3,047,568"
771_1470995967550.pdf,2,2016 2015 Change,"Cost of Sales (576,800) ( 501,001) 1 5 (2,087,455)"
771_1470995967550.pdf,2,2016 2015 Change,"Distribution Costs (60,169) ( 48,255) 2 5 ( 210,560)"
771_1470995967550.pdf,2,2016 2015 Change,"Profit from Operations 197,361 1 54,880 2 7 5 72,620"
771_1470995967550.pdf,2,2016 2015 Change,"Finance Cost ( 6,939) (3,817) 8 2 ( 12,060)"
771_1470995967550.pdf,2,2016 2015 Change,"Share of Profit of Associate 9 95 5 ,245 ( 81) 1 4,376"
771_1470995967550.pdf,2,2016 2015 Change,"Profit Before Tax 187,758 1 57,810 1 9 6 36,512"
771_1470995967550.pdf,2,2016 2015 Change,"Taxation (21,594) ( 16,306) 3 2 ( 88,011)"
771_1470995967550.pdf,2,2016 2015 Change,"Profit for the Period from Continuing Operations 166,164 1 41,504 1 7 5 48,501"
771_1470995967550.pdf,2,2016 2015 Change,Loss after tax for the period from discontinued operations ( 24) (24) - ( 110)
771_1470995967550.pdf,2,2016 2015 Change,"Profit for the period 166,140 1 41,480 1 7 5 48,391"
771_1470995967550.pdf,2,2016 2015 Change,Earnings Per Share 1 0.39 9.36 3 2.61
771_1470995967550.pdf,2,2016 2015 Change,Earnings Per Share from Continuing Operations 1 0.39 9.36 3 2.62
771_1470995967550.pdf,2,2016 2015 Change,Dividend Per Share - - 1 2.50
771_1470995967550.pdf,3,2016 2015 Change,3 months ended 30th June
771_1470995967550.pdf,3,2016 2015 Change,Rs. '000 Rs. '000 % Rs. '000
771_1470995967550.pdf,3,2016 2015 Change,"Revenue 336,398 321,828 5 1 ,114,878"
771_1470995967550.pdf,3,2016 2015 Change,"Cost of Sales (217,977) (216,646) 1 ( 784,257)"
771_1470995967550.pdf,3,2016 2015 Change,"Distribution Costs ( 8,853) ( 12,470) (29) (37,908)"
771_1470995967550.pdf,3,2016 2015 Change,"Profit from Operations 9 9,744 8 2,430 2 1 2 96,520"
771_1470995967550.pdf,3,2016 2015 Change,"Finance Cost ( 5,163) ( 2,109) 1 45 (8,711)"
771_1470995967550.pdf,3,2016 2015 Change,"Profit before Tax 9 0,885 8 2,497 1 0 3 09,256"
771_1470995967550.pdf,3,2016 2015 Change,"Taxation ( 13,500) ( 10,764) 25 (34,871)"
771_1470995967550.pdf,3,2016 2015 Change,"Profit Attributable to Ordinary Shareholders 7 7,385 7 1,733 8 2 74,385"
771_1470995967550.pdf,3,2016 2015 Change,Earnings Per Share 6 .93 6 .43 24.58
771_1470995967550.pdf,6,Year ended 31st March,3 months ended 30th June Year ended 31st March
771_1470995967550.pdf,6,Year ended 31st March,Consolidated Rs.'000 Rs.'000 Rs.'000
771_1470995967550.pdf,6,Year ended 31st March,"Profit for the period 1 66,140 1 41,480 5 48,391"
771_1470995967550.pdf,6,Year ended 31st March,"Actuarial gains/ ( losses) on defined benefit plans - - 2 ,010"
771_1470995967550.pdf,6,Year ended 31st March,Actuarial gains/ ( losses) on defined benefit plans - - 9 78
771_1470995967550.pdf,6,Year ended 31st March,"Translation of Associate using foreign functional currency ( 42) 5 61 1 7,083"
771_1470995967550.pdf,6,Year ended 31st March,"Other comprehensive income for the period ( 42) 5 61 1 9,823"
771_1470995967550.pdf,6,Year ended 31st March,"Total comprehensive income for the period 1 66,098 1 42,041 5 68,214"
771_1470995967550.pdf,6,Year ended 31st March,3 months ended 30th June Year ended 31st March
771_1470995967550.pdf,6,Year ended 31st March,Company Rs.'000 Rs.'000 Rs.'000
771_1470995967550.pdf,6,Year ended 31st March,"Profit for the period 7 7,385 7 1,733 2 74,385"
771_1470995967550.pdf,6,Year ended 31st March,"Actuarial gains/ ( losses) on defined benefit plans - - 1 ,842"
771_1470995967550.pdf,6,Year ended 31st March,"Other comprehensive income for the period - - 1 ,621"
771_1470995967550.pdf,6,Year ended 31st March,"Total comprehensive income for the period 7 7,385 7 1,733 2 76,006"
771_1470995967550.pdf,7,Unknown Period,Consolidated Rs. '000 Rs. '000 Rs. '000 Rs. '000 Rs. '000 Rs. '000
771_1470995967550.pdf,7,Unknown Period,"Balance as at 31st March 2015 2 20,262 2 19,250 ( 49,687) 4 5,697 3 82,298 8 17,820"
771_1470995967550.pdf,7,Unknown Period,"Profit for the period - - 1 04,525 - 3 6,955 1 41,480"
771_1470995967550.pdf,7,Unknown Period,"Balance as at 30th June 2015 2 20,262 2 19,250 5 4,838 4 6,258 4 19,253 9 59,861"
771_1470995967550.pdf,7,Unknown Period,"Balance as at 31st March 2016 2 20,262 2 19,250 1 33,209 6 2,780 4 67,224 1 ,102,725"
771_1470995967550.pdf,7,Unknown Period,"Profit for the period - - 1 15,981 - 5 0,159 1 66,140"
771_1470995967550.pdf,7,Unknown Period,"Balance as at 30th June 2016 2 20,262 2 19,250 2 49,190 6 2,738 5 17,383 1 ,268,823"
771_1470995967550.pdf,7,Unknown Period,Company Rs. '000 Rs. '000 Rs. '000 Rs. '000
771_1470995967550.pdf,7,Unknown Period,"Balance as at 31st March 2015 2 20,262 2 19,250 2 47,947 6 87,459"
771_1470995967550.pdf,7,Unknown Period,"Profit for the period - - 7 1,733 7 1,733"
771_1470995967550.pdf,7,Unknown Period,"Balance as at 30th June 2015 2 20,262 2 19,250 3 19,680 7 59,192"
771_1470995967550.pdf,7,Unknown Period,"Balance as at 31st March 2016 2 20,262 2 19,250 3 54,949 7 94,461"
771_1470995967550.pdf,7,Unknown Period,"Profit for the period - - 7 7,385 7 7,385"
771_1470995967550.pdf,7,Unknown Period,"Balance as at 30th June 2016 2 20,262 2 19,250 4 32,334 8 71,846"
771_1478771451751.pdf,2,2016 2015 Change,3 months ended 30th September 6 months ended 30th September
771_1478771451751.pdf,2,2016 2015 Change,2016 2015 Change 2016 2015 Change
771_1478771451751.pdf,2,2016 2015 Change,Rs. '000 Rs. '000 % Rs. '000 Rs. '000 %
771_1478771451751.pdf,2,2016 2015 Change,"Revenue 1 ,100,029 853,380 2 9 1 ,978,479 1 ,598,891 2 4"
771_1478771451751.pdf,2,2016 2015 Change,"Cost of Sales (723,750) (597,013) 2 1 ( 1,300,550) ( 1,098,014) 1 8"
771_1478771451751.pdf,2,2016 2015 Change,"Distribution Costs ( 74,424) (57,008) 3 1 (134,593) ( 105,263) 2 8"
771_1478771451751.pdf,2,2016 2015 Change,"Profit from Operations 252,141 1 62,001 5 6 449,502 3 16,881 4 2"
771_1478771451751.pdf,2,2016 2015 Change,"Finance Cost ( 3,825) ( 3,441) 1 1 (10,764) (7,258) 4 8"
771_1478771451751.pdf,2,2016 2015 Change,"Share of Profit of Associate 3 ,740 9 ,460 ( 60) 4 ,735 14,705 ( 68)"
771_1478771451751.pdf,2,2016 2015 Change,"Profit Before Tax 261,048 1 83,313 4 2 448,806 3 41,123 3 2"
771_1478771451751.pdf,2,2016 2015 Change,"Taxation ( 41,698) (16,839) 1 48 (63,292) (33,145) 9 1"
771_1478771451751.pdf,2,2016 2015 Change,"Profit for the Period from Continuing Operations 219,350 1 66,474 3 2 385,514 3 07,978 2 5"
771_1478771451751.pdf,2,2016 2015 Change,Loss after tax for the period from discontinued operations (24) (18) 3 3 (48) ( 42) 1 4
771_1478771451751.pdf,2,2016 2015 Change,"Profit for the period 219,326 1 66,456 3 2 385,466 3 07,936 2 5"
771_1478771451751.pdf,2,2016 2015 Change,Earnings Per Share 1 3.03 1 0.21 2 3.42 19.57
771_1478771451751.pdf,2,2016 2015 Change,Earnings Per Share from Continuing Operations 1 3.03 1 0.21 2 3.42 19.58
771_1478771451751.pdf,3,2016 2015 Change,3 months ended 30th September 6 months ended 30th September
771_1478771451751.pdf,3,2016 2015 Change,2016 2015 Change 2016 2015 Change
771_1478771451751.pdf,3,2016 2015 Change,Rs. '000 Rs. '000 % Rs. '000 Rs. '000 %
771_1478771451751.pdf,3,2016 2015 Change,"Revenue 3 73,512 3 14,018 1 9 7 09,910 635,846 1 2"
771_1478771451751.pdf,3,2016 2015 Change,"Cost of Sales ( 242,420) ( 234,084) 4 ( 460,397) (450,730) 2"
771_1478771451751.pdf,3,2016 2015 Change,"Distribution Costs (14,482) (10,747) 3 5 ( 23,335) (23,217) 1"
771_1478771451751.pdf,3,2016 2015 Change,"Profit from Operations 106,758 6 5,443 6 3 206,502 147,873 40"
771_1478771451751.pdf,3,2016 2015 Change,"Finance Cost (2,717) (2,784) ( 2) (7,859) (4,893) 6 1"
771_1478771451751.pdf,3,2016 2015 Change,"Profit before Tax 107,195 7 4,371 4 4 198,080 156,868 26"
771_1478771451751.pdf,3,2016 2015 Change,"Taxation (20,369) (8,729) 1 33 ( 33,869) (19,493) 7 4"
771_1478771451751.pdf,3,2016 2015 Change,"Profit Attributable to Ordinary Shareholders 8 6,826 6 5,642 3 2 164,211 137,375 20"
771_1478771451751.pdf,3,2016 2015 Change,Earnings Per Share 7.78 5.88 14.71 12.31
771_1478771451751.pdf,6,2016 2015 2016 2015,3 months ended 30th September 6 months ended 30th September
771_1478771451751.pdf,6,2016 2015 2016 2015,Consolidated Rs.'000 Rs.'000 Rs.'000 Rs.'000
771_1478771451751.pdf,6,2016 2015 2016 2015,"Profit for the period 2 19,326 1 66,456 3 85,466 3 07,936"
771_1478771451751.pdf,6,2016 2015 2016 2015,"Translation of Associate using foreign functional currency 1 ,099 1 0,216 1 ,057 1 0,777"
771_1478771451751.pdf,6,2016 2015 2016 2015,"Other comprehensive income for the period 1 ,099 1 0,216 1 ,057 1 0,777"
771_1478771451751.pdf,6,2016 2015 2016 2015,"Total comprehensive income for the period 2 20,425 1 76,672 3 86,523 3 18,713"
771_1478771451751.pdf,6,2016 2015 2016 2015,3 months ended 30th September 6 months ended 30th September
771_1478771451751.pdf,6,2016 2015 2016 2015,Company Rs.'000 Rs.'000 Rs.'000 Rs.'000
771_1478771451751.pdf,6,2016 2015 2016 2015,"Profit for the period 8 6,826 6 5,642 1 64,211 1 37,375"
771_1478771451751.pdf,6,2016 2015 2016 2015,"Total comprehensive income for the period 8 6,826 6 5,642 1 64,211 1 37,375"
771_1478771451751.pdf,7,Unknown Period,Consolidated Rs. '000 Rs. '000 Rs. '000 Rs. '000 Rs. '000 Rs. '000
771_1478771451751.pdf,7,Unknown Period,"Balance as at 31st March 2015 2 20,262 2 19,250 ( 49,687) 4 5,697 3 82,298 8 17,820"
771_1478771451751.pdf,7,Unknown Period,"Profit for the period - - 2 18,515 - 8 9,421 3 07,936"
771_1478771451751.pdf,7,Unknown Period,Dividend paid by subsidiary company to outside shareholders ( 143) ( 143)
771_1478771451751.pdf,7,Unknown Period,"Balance as at 30th September 2015 2 20,262 2 19,250 1 68,828 5 6,474 4 71,576 1 ,136,390"
771_1478771451751.pdf,7,Unknown Period,"Balance as at 31st March 2016 2 20,262 2 19,250 1 33,209 6 2,780 4 67,224 1 ,102,725"
